Symbol,Date,Open,High,Low,Close,Volume,AdjustedClose
AAPL,2014-06-26,90.370003,91.050003,89.800003,90.900002,32629000,86.249576
AAPL,2014-06-25,90.209999,90.699997,89.650002,90.360001,36869000,85.737201
AAPL,2014-06-24,90.75,91.739998,90.190002,90.279999,39036000,85.661292
AAPL,2014-06-23,91.32,91.620003,90.599998,90.830002,43694000,86.183157
AAPL,2014-06-20,91.849998,92.550003,90.900002,90.910004,100898000,86.259066
AAPL,2014-06-19,92.290001,92.300003,91.339996,91.860001,35528000,87.160461
AAPL,2014-06-18,92.269997,92.290001,91.349998,92.18,33514000,87.46409
AAPL,2014-06-17,92.309998,92.699997,91.800003,92.080002,29726000,87.369207
AAPL,2014-06-16,91.510002,92.75,91.449997,92.199997,35561000,87.483064
AAPL,2014-06-13,92.199997,92.440002,90.879997,91.279999,54525000,86.610132
AAPL,2014-06-12,94.040001,94.120003,91.900002,92.290001,54749000,87.568463
AAPL,2014-06-11,94.129997,94.760002,93.470001,93.860001,45681000,89.058142
AAPL,2014-06-10,94.730003,95.050003,93.57,94.25,62777000,89.428189
AAPL,2014-06-09,92.699997,93.879997,91.75,93.699997,75415000,88.906324
AAPL,2014-06-06,649.900002,651.259979,644.470024,645.570023,87484600,87.506113
AAPL,2014-06-05,646.199997,649.370003,642.610008,647.349983,75951400,87.747384
AAPL,2014-06-04,637.44001,647.890022,636.109993,644.819992,83870500,87.404447
AAPL,2014-06-03,628.459991,638.740013,628.25,637.539986,73177300,86.417653
AAPL,2014-06-02,633.959984,634.830017,622.500015,628.650009,92337700,85.212629
AAPL,2014-05-30,637.979996,644.169991,628.900002,633.000015,141005200,85.802266
AAPL,2014-05-29,627.849991,636.87001,627.769989,635.37999,94118500,86.124868
AAPL,2014-05-28,626.019989,629.830009,623.779991,624.01001,78870400,84.583683
AAPL,2014-05-27,615.879997,625.859985,615.630005,625.63002,87216500,84.803273
AAPL,2014-05-23,607.25,614.730011,606.470009,614.129997,58052400,83.244461
AAPL,2014-05-22,606.599998,609.850006,604.100021,607.269974,50190000,82.314595
AAPL,2014-05-21,603.830002,606.699974,602.059975,606.310005,49214900,82.184472
AAPL,2014-05-20,604.510017,606.399994,600.730011,604.710022,58709000,81.967597
AAPL,2014-05-19,597.849998,607.330002,597.329987,604.590019,79438800,81.951331
AAPL,2014-05-16,588.629974,597.529991,585.399994,597.510017,69064100,80.991646
AAPL,2014-05-15,594.70002,596.599983,588.040001,588.819992,57711500,79.813726
AAPL,2014-05-14,592.430008,597.400002,591.740005,593.869987,41601000,80.498245
AAPL,2014-05-13,591.999985,594.540016,590.699982,593.760025,39934300,80.48334
AAPL,2014-05-12,587.489975,593.659996,587.399986,592.830017,53302200,80.357279
AAPL,2014-05-09,584.540001,586.25,580.330025,585.540024,72899400,79.369131
AAPL,2014-05-08,588.249992,594.410027,586.400017,587.990013,57574300,79.701223
AAPL,2014-05-07,595.249992,597.289986,587.72998,592.329979,70716100,79.843544
AAPL,2014-05-06,601.799995,604.409988,594.410027,594.410027,93641100,80.123926
AAPL,2014-05-05,590.140022,600.999977,589.999992,600.959976,71766800,81.006831
AAPL,2014-05-02,592.340019,594.199982,589.709999,592.580025,47878600,79.877249
AAPL,2014-05-01,591.999985,594.799995,586.360016,591.480026,61012000,79.728974
AAPL,2014-04-30,592.639999,599.430008,589.799988,590.089981,114160200,79.541602
AAPL,2014-04-29,593.739998,595.979996,589.509995,592.329979,84344400,79.843544
AAPL,2014-04-28,572.800026,595.749977,572.54998,594.090019,167371400,80.08079
AAPL,2014-04-25,564.529984,571.990021,563.959984,571.93998,97568800,77.09506
AAPL,2014-04-24,568.210014,570.000015,560.730003,567.770004,189977900,76.532965
AAPL,2014-04-23,529.060013,531.13002,524.449974,524.750008,98735000,70.734053
AAPL,2014-04-22,528.309982,531.830009,526.500008,531.70002,50640800,71.670885
AAPL,2014-04-21,525.339981,532.139977,523.959976,531.170021,45637200,71.599444
AAPL,2014-04-17,519.999992,527.76001,519.199974,524.940025,71083600,70.759667
AAPL,2014-04-16,518.049988,521.090004,514.139992,519.01001,53691400,69.960326
AAPL,2014-04-15,520.270012,521.639977,511.329994,517.959999,66622500,69.818789
AAPL,2014-04-14,521.900009,522.159988,517.210022,521.679977,51418500,70.320227
AAPL,2014-04-11,519.000023,522.830017,517.140007,519.610023,67929400,70.041206
AAPL,2014-04-10,530.680023,532.240005,523.169998,523.480019,59913000,70.562864
AAPL,2014-04-09,522.639999,530.490005,522.020012,530.320015,51542400,71.484867
AAPL,2014-04-08,525.190018,526.120026,518.699989,523.440018,60972100,70.557472
AAPL,2014-04-07,528.019989,530.900002,521.890022,523.469978,72462600,70.561511
AAPL,2014-04-04,539.810005,540.000023,530.579994,531.820023,68812800,71.687061
AAPL,2014-04-03,541.390015,542.5,537.640022,538.790009,40586000,72.626585
AAPL,2014-04-02,542.379997,543.479996,540.260002,542.549988,45105200,73.133415
AAPL,2014-04-01,537.760025,541.870026,536.769989,541.649994,50190000,73.012099
AAPL,2014-03-31,539.230019,540.809975,535.930023,536.739975,42167300,72.35025
AAPL,2014-03-28,538.319984,538.940025,534.249985,536.859978,50141000,72.366426
AAPL,2014-03-27,540.019997,541.499977,535.120018,537.459991,55507900,72.447305
AAPL,2014-03-26,546.520012,549.000015,538.860023,539.779991,74942000,72.760031
AAPL,2014-03-25,541.499977,545.750008,539.589973,544.98999,70573300,73.462316
AAPL,2014-03-24,538.420013,540.500008,535.05999,539.190018,88925200,72.680505
AAPL,2014-03-21,531.929985,533.75,526.330017,532.86998,93511600,71.828591
AAPL,2014-03-20,529.889992,532.669975,527.350014,528.700005,52099600,71.266496
AAPL,2014-03-19,532.259979,536.23999,528.999985,531.26001,56189000,71.611574
AAPL,2014-03-18,525.899994,531.969986,525.200005,531.399986,52411800,71.630442
AAPL,2014-03-17,527.699982,529.969994,525.850006,526.740013,49886200,71.002298
AAPL,2014-03-14,528.789993,530.890015,523.000008,524.68998,59299800,70.725962
AAPL,2014-03-13,537.440018,539.659988,529.159988,530.650009,64435700,71.529348
AAPL,2014-03-12,534.510017,537.349976,532.0,536.609985,49831600,72.332728
AAPL,2014-03-11,535.450012,538.740021,532.589973,536.089973,69806100,72.262632
AAPL,2014-03-10,528.360023,533.330017,528.339996,530.919975,44646000,71.565739
AAPL,2014-03-07,531.090019,531.980026,526.050011,530.440018,55182400,71.501042
AAPL,2014-03-06,532.789978,534.440002,528.099991,530.749985,46372200,71.542825
AAPL,2014-03-05,530.919975,534.750023,529.129974,532.360008,50015700,71.759849
AAPL,2014-03-04,530.999977,532.640015,527.769997,531.239983,64785000,71.608874
AAPL,2014-03-03,523.419991,530.650009,522.80999,527.76001,59695300,71.139789
AAPL,2014-02-28,529.079987,532.749977,522.119987,526.239975,92992200,70.934895
AAPL,2014-02-27,517.140007,528.780006,516.049995,527.670021,75470500,71.127659
AAPL,2014-02-26,523.610008,525.0,515.599998,517.349998,69054300,69.736564
AAPL,2014-02-25,529.38002,529.569984,521.000015,522.060013,57988000,70.371454
AAPL,2014-02-24,523.150024,529.920006,522.420021,527.550018,72227400,71.111483
AAPL,2014-02-21,532.789978,534.569992,524.599991,525.249992,69696200,70.801449
AAPL,2014-02-20,532.989983,537.000008,528.999985,531.149994,76464500,71.596744
AAPL,2014-02-19,544.749985,546.890007,534.350014,537.370003,78442000,72.435175
AAPL,2014-02-18,546.0,551.190025,545.609978,545.990013,65062900,73.597115
AAPL,2014-02-14,542.469986,545.980026,541.209984,543.990021,68231100,73.327525
AAPL,2014-02-13,534.659981,544.850014,534.199997,544.429977,76849500,73.386829
AAPL,2014-02-12,536.95002,539.560013,533.239975,535.919983,77025200,72.239718
AAPL,2014-02-11,530.610008,537.749985,529.500023,535.959984,70564200,72.24511
AAPL,2014-02-10,518.659988,531.990013,518.0,528.989998,86389800,71.305586
AAPL,2014-02-07,521.379997,522.929993,517.380013,519.679985,92570100,70.050636
AAPL,2014-02-06,510.060005,513.499977,507.81002,512.509995,64441300,69.084152
AAPL,2014-02-05,506.560005,515.279991,506.249985,512.589996,82086200,68.683814
AAPL,2014-02-04,505.849976,509.459991,502.760025,508.790016,94170300,68.174641
AAPL,2014-02-03,502.610008,507.730019,499.300026,501.529984,100366000,67.201842
AAPL,2014-01-31,495.179985,501.529984,493.549988,500.599976,116199300,67.077227
AAPL,2014-01-30,502.539993,506.499977,496.70002,499.779984,169625400,66.967353
AAPL,2014-01-29,503.950012,507.37001,498.62001,500.749992,125702500,67.097328
AAPL,2014-01-28,508.760002,514.999985,502.070023,506.499977,266380800,67.86779
AAPL,2014-01-27,550.07,554.799988,545.750008,550.500023,138719700,73.763517
AAPL,2014-01-24,554.000023,555.61998,544.749985,546.070015,107338700,73.169924
AAPL,2014-01-23,549.94001,556.5,544.810013,556.179993,100809800,74.524597
AAPL,2014-01-22,550.910019,557.289978,547.809975,551.509979,94996300,73.898845
AAPL,2014-01-21,540.990005,550.07,540.420006,549.069977,82131700,73.5719
AAPL,2014-01-17,551.480019,552.069992,539.899994,540.669998,106684900,72.446356
AAPL,2014-01-16,554.900017,556.850021,551.680023,554.250015,57319500,74.265993
AAPL,2014-01-15,553.520012,560.200005,551.659996,557.359993,97909700,74.68271
AAPL,2014-01-14,538.220009,546.730003,537.659996,546.390022,83140400,73.212803
AAPL,2014-01-13,529.910019,542.5,529.880005,535.730019,94623200,71.78443
AAPL,2014-01-10,539.829979,540.799988,531.109993,532.939995,76244000,71.410585
AAPL,2014-01-09,546.800018,546.859993,535.349983,536.519997,69787200,71.890282
AAPL,2014-01-08,538.809982,545.55999,538.68998,543.460022,64632400,72.820202
AAPL,2014-01-07,544.320015,545.959999,537.919975,540.040024,79302300,72.361944
AAPL,2014-01-06,537.450005,546.800018,533.599983,543.929993,103152700,72.883175
AAPL,2014-01-03,552.860023,553.699989,540.429993,540.980019,98116900,72.487897
AAPL,2014-01-02,555.680008,557.029999,552.020004,553.12999,58671200,74.115916
GILD,2014-12-31,96.0,96.75,94.239998,94.260002,13879000,91.042438
GILD,2014-12-30,97.739998,98.239998,95.07,95.279999,18488400,92.027618
GILD,2014-12-29,96.07,97.419998,95.400002,97.300003,20634000,93.978669
GILD,2014-12-26,92.760002,94.360001,92.309998,93.790001,17649600,90.588481
GILD,2014-12-24,88.980003,92.669998,88.860001,91.290001,21196200,88.173818
GILD,2014-12-23,93.410004,93.5,85.949997,89.449997,61035200,86.396623
GILD,2014-12-22,96.730003,98.07,92.449997,92.900002,72464200,89.728861
GILD,2014-12-19,105.889999,109.489998,104.639999,108.449997,21210300,104.748058
GILD,2014-12-18,104.480003,105.709999,103.660004,105.540001,14285600,101.937395
GILD,2014-12-17,100.470001,102.739998,99.559998,102.400002,13557600,98.904579
GILD,2014-12-16,102.639999,102.910004,100.389999,100.459999,13047100,97.030799
GILD,2014-12-15,105.239998,105.940002,102.370003,103.160004,16206000,99.638639
GILD,2014-12-12,103.470001,106.400002,103.339996,104.129997,11245100,100.575521
GILD,2014-12-11,105.230003,106.900002,104.0,104.309998,10962200,100.749377
GILD,2014-12-10,105.889999,106.760002,104.470001,104.839996,11903000,101.261285
GILD,2014-12-09,103.809998,106.0,102.220001,105.910004,11330900,102.294767
GILD,2014-12-08,105.050003,107.580002,104.919998,105.559998,13754200,101.956709
GILD,2014-12-05,102.290001,105.449997,102.150002,104.589996,18127600,101.019818
GILD,2014-12-04,100.769997,102.029999,99.860001,101.82,12052800,98.344376
GILD,2014-12-03,103.040001,103.080002,99.860001,100.879997,17620800,97.43646
GILD,2014-12-02,101.169998,102.779999,101.019997,102.190002,15464900,98.701748
GILD,2014-12-01,100.0,101.989998,99.769997,100.550003,14516100,97.11773
GILD,2014-11-28,100.989998,101.330002,99.699997,100.32,7552700,96.895578
GILD,2014-11-26,101.25,101.550003,99.830002,100.300003,11536500,96.876264
GILD,2014-11-25,100.949997,101.379997,98.370003,101.110001,20640200,97.658612
GILD,2014-11-24,101.110001,102.300003,99.440002,100.599998,17108200,97.166019
GILD,2014-11-21,102.209999,102.510002,100.080002,100.580002,16763700,97.146705
GILD,2014-11-20,101.949997,103.379997,100.300003,100.589996,20024800,97.156358
GILD,2014-11-19,103.199997,103.32,101.010002,102.339996,13862500,98.846622
GILD,2014-11-18,101.690002,103.970001,100.82,103.709999,20163300,100.16986
GILD,2014-11-17,101.099998,102.160004,100.300003,100.440002,17094700,97.011485
GILD,2014-11-14,103.5,103.790001,100.0,102.059998,23550400,98.576181
GILD,2014-11-13,106.959999,107.050003,103.510002,104.199997,20876700,100.643132
GILD,2014-11-12,107.760002,107.809998,105.699997,106.900002,12797200,103.250972
GILD,2014-11-11,107.480003,108.720001,106.669998,108.010002,12206500,104.323082
GILD,2014-11-10,109.07,109.370003,106.660004,107.019997,21412900,103.366871
GILD,2014-11-07,108.900002,108.949997,106.330002,106.449997,12663700,102.816328
GILD,2014-11-06,106.940002,108.449997,106.099998,106.940002,13149400,103.289607
GILD,2014-11-05,110.870003,110.910004,105.75,106.050003,15459500,102.429988
GILD,2014-11-04,109.620003,110.650002,108.970001,109.720001,10206800,105.974711
GILD,2014-11-03,112.309998,112.800003,108.809998,109.980003,15356600,106.225838
GILD,2014-10-31,115.900002,116.830002,110.760002,112.0,22070000,108.176882
GILD,2014-10-30,110.720001,114.349998,110.599998,114.220001,13796700,110.321103
GILD,2014-10-29,109.849998,113.43,108.0,110.720001,21151500,106.940576
GILD,2014-10-28,113.25,114.129997,112.260002,113.449997,16043500,109.577383
GILD,2014-10-27,110.769997,112.989998,108.870003,112.589996,11505500,108.746739
GILD,2014-10-24,107.529999,111.470001,106.599998,110.709999,15125700,106.930915
GILD,2014-10-23,106.639999,108.18,105.5,107.18,13872600,103.521413
GILD,2014-10-22,106.510002,107.0,104.080002,106.089996,13763100,102.468616
GILD,2014-10-21,104.050003,106.669998,103.459999,106.669998,12267900,103.028819
GILD,2014-10-20,101.150002,103.589996,100.82,102.209999,11887100,98.721062
GILD,2014-10-17,98.620003,102.32,98.620003,100.75,17539000,97.3109
GILD,2014-10-16,94.389999,100.0,93.279999,96.879997,19881400,93.573
GILD,2014-10-15,95.0,97.769997,91.730003,96.160004,23835100,92.877583
GILD,2014-10-14,102.0,102.879997,94.269997,97.18,27245100,93.862763
GILD,2014-10-13,104.489998,104.57,101.360001,101.440002,14578900,97.97735
GILD,2014-10-10,105.389999,107.5,103.0,103.730003,19704500,100.189181
GILD,2014-10-09,108.419998,108.620003,105.720001,105.849998,13174600,102.23681
GILD,2014-10-08,104.300003,108.970001,104.040001,108.870003,16545000,105.153727
GILD,2014-10-07,104.849998,105.300003,102.540001,104.290001,9757300,100.730063
GILD,2014-10-06,107.220001,107.449997,104.82,105.129997,11278300,101.541386
GILD,2014-10-03,105.550003,107.349998,104.709999,106.519997,10294700,102.883938
GILD,2014-10-02,105.0,105.910004,103.610001,104.559998,11527500,100.990844
GILD,2014-10-01,106.989998,107.589996,105.190002,105.589996,11659400,101.985684
GILD,2014-09-30,107.480003,108.0,105.860001,106.449997,11622700,102.816328
GILD,2014-09-29,107.589996,108.68,106.449997,107.510002,8072100,103.84015
GILD,2014-09-26,108.900002,109.010002,106.760002,108.379997,10856700,104.680448
GILD,2014-09-25,108.919998,110.589996,106.410004,107.339996,15402400,103.675947
GILD,2014-09-24,106.25,108.809998,106.019997,108.709999,14781400,104.999185
GILD,2014-09-23,104.709999,106.209999,104.550003,105.389999,10700400,101.792513
GILD,2014-09-22,106.010002,107.57,104.620003,105.470001,12319400,101.869784
GILD,2014-09-19,107.75,107.889999,105.510002,105.959999,22238400,102.343056
GILD,2014-09-18,104.629997,106.5,104.099998,105.93,16347900,102.314081
GILD,2014-09-17,104.57,105.790001,101.900002,103.839996,18455700,100.29542
GILD,2014-09-16,99.849998,104.970001,99.230003,104.760002,14933000,101.184021
GILD,2014-09-15,101.900002,102.099998,99.330002,100.989998,18163900,97.542706
GILD,2014-09-12,106.169998,106.900002,102.900002,103.660004,15854600,100.121571
GILD,2014-09-11,108.0,108.489998,105.800003,106.389999,10470000,102.758378
GILD,2014-09-10,106.199997,108.230003,105.760002,108.220001,11246400,104.525913
GILD,2014-09-09,106.900002,106.980003,104.32,105.889999,14085700,102.275446
GILD,2014-09-08,104.949997,106.849998,104.739998,106.529999,11930900,102.893599
GILD,2014-09-05,106.400002,106.5,97.540001,105.360001,36078400,101.763539
GILD,2014-09-04,109.809998,110.0,106.269997,106.860001,13757500,103.212336
GILD,2014-09-03,110.0,110.639999,108.339996,109.43,14388400,105.694609
GILD,2014-09-02,108.169998,109.5,107.610001,109.360001,15275700,105.626999
GILD,2014-08-29,107.900002,108.239998,106.779999,107.559998,11318200,103.888439
GILD,2014-08-28,107.0,108.110001,106.739998,107.510002,10301600,103.84015
GILD,2014-08-27,106.550003,108.769997,105.760002,107.410004,16164800,103.743565
GILD,2014-08-26,108.059998,108.720001,104.769997,106.269997,18799900,102.642472
GILD,2014-08-25,105.110001,107.529999,105.110001,107.449997,19882000,103.782193
GILD,2014-08-22,103.019997,105.160004,102.610001,103.959999,13255900,100.411326
GILD,2014-08-21,101.0,102.309998,100.860001,102.269997,9799500,98.779012
GILD,2014-08-20,100.709999,102.57,100.610001,100.790001,12590600,97.349536
