Time,Baseline,IndexFund,MovingAverage,MovingAverageWithSentiment,SelectionBySentiment,SelectionBySentiment(AllStocks),SelectionBySentiment(OneStock)
"2014-10-27T08:00:00Z",1590516.014058,1169674.441670,1262573.687609,1331829.005657,5478466.470505,5554586.521719,2716432.837184
"2014-10-28T08:00:00Z",1579353.744788,1170370.617850,1261965.308816,1334753.081078,5543062.879960,5594052.123723,2777249.950753
"2014-10-29T08:00:00Z",1564455.114185,1181764.882130,1243308.447084,1321901.848735,5471345.560151,5583004.571755,2693871.701707
"2014-10-30T08:00:00Z",1559925.393242,1179503.852975,1241030.823421,1324223.739938,5432655.090772,5514613.356624,2715194.785276
"2014-10-31T08:00:00Z",1576166.393327,1192421.279770,1263757.718076,1339961.828172,5522101.212861,5619252.224543,2772899.144050
"2014-11-03T08:00:00Z",1575315.883746,1202542.235720,1260410.995919,1326458.966613,5723112.312861,5823800.624543,2930990.804050
"2014-11-04T08:00:00Z",1599018.569362,1201114.294030,1271686.714143,1326384.487945,5732903.690067,5855641.585541,2961853.424050
"2014-11-05T08:00:00Z",1621295.084386,1200804.882130,1282159.548600,1340166.483140,5841062.591849,5949232.523184,2981121.959896
"2014-11-06T08:00:00Z",1577144.509586,1205588.632745,1251023.851695,1302855.648628,5785507.660152,5899966.021748,3106630.759896
"2014-11-07T08:00:00Z",1598360.970229,1210961.500000,1260883.385510,1321982.340605,5946707.907230,6064349.589954,3264132.009896
"2014-11-10T08:00:00Z",1615268.688616,1210753.264875,1269344.312730,1332710.778972,6021425.756064,6155369.255345,3267499.982358
"2014-11-11T08:00:00Z",1588589.986140,1214436.279770,1253415.046750,1307111.436710,5727716.216536,5918672.301704,3278412.069903
"2014-11-12T08:00:00Z",1544418.060252,1214168.558925,1226924.219888,1282871.619688,5392392.586536,5653626.559712,3298908.869903
"2014-11-13T08:00:00Z",1543185.774384,1215037.235720,1233050.852201,1279908.520560,5310412.513314,5643193.784196,3310785.790643
"2014-11-14T08:00:00Z",1535077.297642,1215352.602975,1227665.375346,1261055.804021,5154763.055969,5575103.181173,3309812.863075
"2014-11-17T08:00:00Z",1538646.935056,1214489.882130,1231640.774751,1264139.674331,5221120.381314,5646863.704728,3305746.863075
"2014-11-18T08:00:00Z",1543778.536045,1216387.897025,1227482.020846,1264222.449526,5148663.431802,5597154.016800,3284809.064293
"2014-11-19T08:00:00Z",1564830.270859,1222147.456565,1235633.968810,1275902.857550,5196780.941802,5649458.416800,3302974.934293
"2014-11-20T08:00:00Z",1539867.666624,1218999.955950,1224415.204854,1261770.023042,5157032.323989,5609817.487183,3287798.631517
"2014-11-21T08:00:00Z",1545230.450225,1225895.985720,1231748.428213,1268151.146958,5210202.982473,5667659.985538,3364561.896031
"2014-11-24T08:00:00Z",1543869.111449,1230423.999385,1225775.784156,1261734.713750,5123140.960507,5572956.526728,3345652.661503
"2014-11-25T08:00:00Z",1547542.165144,1233446.500615,1229985.258119,1265784.001579,5156125.331968,5609088.503979,3351627.710758
"2014-11-26T08:00:00Z",1545682.712498,1231786.572590,1222702.366351,1262217.514649,5040906.481968,5483749.853979,3347578.460758
"2014-11-28T08:00:00Z",1546565.509210,1236201.426180,1226461.916394,1276886.950276,5031198.577476,5473191.610506,3307264.385548
"2014-12-01T08:00:00Z",1543564.013640,1230846.426180,1217323.164494,1267369.628240,4974941.536522,5411997.129132,3289806.755868
"2014-12-02T08:00:00Z",1532197.349147,1223700.470825,1204402.295969,1252395.110599,4883439.169286,5312459.816532,3207615.355868
"2014-12-03T08:00:00Z",1523647.381854,1231840.029770,1204905.331361,1249617.913897,4844764.685772,5270386.293586,3230825.083793
"2014-12-04T08:00:00Z",1525305.077429,1235523.045260,1201380.787673,1250060.639646,4868302.992992,5295994.558472,3264380.819467
"2014-12-05T08:00:00Z",1525933.106694,1235011.426180,1201756.379660,1251756.512989,4869781.542624,5297604.063136,3265368.235235
"2014-12-08T08:00:00Z",1523903.237393,1236237.161285,1204689.086767,1251666.893376,4849922.912624,5275996.213136,3252052.465235
"2014-12-09T08:00:00Z",1515355.395829,1225354.588080,1198761.925457,1247081.447877,4743811.565326,5172449.017883,3140601.669239
"2014-12-10T08:00:00Z",1523754.832275,1226729.072590,1203017.062223,1251154.782074,4817862.445326,5250003.335729,3203515.939492
"2014-12-11T08:00:00Z",1520335.080213,1208319.735105,1202028.991862,1249039.033993,4804184.206638,5235094.862541,3157575.499492
"2014-12-12T08:00:00Z",1514743.608362,1209771.500000,1200476.516979,1247847.521126,4761404.853407,5170627.504134,3106946.815111
"2014-12-15T08:00:00Z",1519528.004651,1194700.176180,1204169.977651,1251675.540854,4791568.741826,5203386.181243,3113685.238857
"2014-12-16T08:00:00Z",1505100.403819,1183799.735720,1198343.192223,1245564.836082,4133628.814682,4488898.382083,2325887.038857
"2014-12-17T08:00:00Z",1497932.068553,1176100.470825,1197042.732223,1241425.568420,3733588.414682,4054477.382083,2100801.838857
"2014-12-18T08:00:00Z",1507319.640386,1203000.397025,1197042.732223,1246113.260758,3876807.576024,4210007.881821,2194575.338857
"2014-12-19T08:00:00Z",1509980.203819,1228026.132130,1197000.732223,1247761.546082,3903451.778480,4238942.541051,2209652.237605
"2014-12-22T08:00:00Z",1497306.270386,1232928.926180,1188047.865102,1237035.510758,3737978.870976,4059244.541496,2018498.601073
"2014-12-23T08:00:00Z",1503378.539418,1240187.897025,1188888.734965,1236814.568956,3806644.697292,4081677.867969,2067386.115043
"2014-12-24T08:00:00Z",1498876.493865,1241241.058925,1185267.349070,1232828.266443,3775519.846670,4046965.802741,2055506.396785
"2014-12-26T08:00:00Z",1499618.271950,1241865.838080,1190069.626441,1233631.154550,3790213.612775,4062718.129934,2071766.792617
"2014-12-29T08:00:00Z",1503433.701072,1243847.089310,1200940.675943,1237650.143658,3819530.254220,4094143.820764,2053420.592617
"2014-12-30T08:00:00Z",1501346.616446,1244358.852975,1198380.861307,1235007.039236,3823984.220654,4098919.834786,2050701.806527
"2014-12-31T08:00:00Z",1507228.105722,1240562.822590,1195385.908980,1240483.437382,3893437.336240,4173368.528615,2048523.006829
